num_aa	simulated_w	derived_w
4	0.05	0.0145839484905
4	0.1	0.0307241254282
4	0.15	0.0397778547893
4	0.2	0.0465549197383
4	0.25	0.0520337583685
4	0.3	0.0542755461078
4	0.35	0.0561629892568
4	0.4	0.0597466954143
4	0.45	0.0586946493589
4	0.5	0.0645708220471
4	0.55	0.0656142338553
4	0.6	0.0675107059704
4	0.65	0.06734891034
4	0.7	0.0666688700241
4	0.75	0.0671466364569
4	0.8	0.0726202815991
4	0.85	0.0687757058749
4	0.9	0.0734570601505
4	0.95	0.0729431030095
4	1.0	0.0733026434062
5	0.05	0.0167052077672
5	0.1	0.0232233962191
5	0.15	0.0297257203877
5	0.2	0.0400513335601
5	0.25	0.0399439907517
5	0.3	0.0460162263498
5	0.35	0.0524076347943
5	0.4	0.0475792067758
5	0.45	0.0576933312547
5	0.5	0.0568394436457
5	0.55	0.0571462587679
5	0.6	0.0596813191778
5	0.65	0.0634878707203
5	0.7	0.0586833660795
5	0.75	0.0609945850336
5	0.8	0.0673735671467
5	0.85	0.0668157861923
5	0.9	0.0622364416191
5	0.95	0.0672296412378
5	1.0	0.0687206417886
6	0.05	0.0209276832677
6	0.1	0.0355967258135
6	0.15	0.0395660842276
6	0.2	0.046490271637
6	0.25	0.0433229145899
6	0.3	0.0492782126219
6	0.35	0.0549680041433
6	0.4	0.0569378811251
6	0.45	0.0555726823947
6	0.5	0.0580312841515
6	0.55	0.0589040982805
6	0.6	0.0669532480807
6	0.65	0.0616274207336
6	0.7	0.0672129665082
6	0.75	0.0646585787233
6	0.8	0.0637437910185
6	0.85	0.0678271070468
6	0.9	0.0636970044671
6	0.95	0.0663753100879
6	1.0	0.0634455255026
7	0.05	0.0131423815974
7	0.1	0.0189649703301
7	0.15	0.0242514141732
7	0.2	0.026309895459
7	0.25	0.032553208441
7	0.3	0.0354860433324
7	0.35	0.0393521401834
7	0.4	0.0383535020278
7	0.45	0.0442045432381
7	0.5	0.047833856176
7	0.55	0.0440807671725
7	0.6	0.0456485601693
7	0.65	0.0463130126656
7	0.7	0.0500386580318
7	0.75	0.0494165328931
7	0.8	0.053475385986
7	0.85	0.054179755603
7	0.9	0.0539143702164
7	0.95	0.0549320046216
7	1.0	0.0518197625596
8	0.05	0.0414245905716
8	0.1	0.0564997083351
8	0.15	0.0710765937544
8	0.2	0.0729280924698
8	0.25	0.0721588444684
8	0.3	0.0788201551273
8	0.35	0.0862730884526
8	0.4	0.0807339650118
8	0.45	0.0769044487417
8	0.5	0.0859211747242
8	0.55	0.0837352077675
8	0.6	0.0755408245576
8	0.65	0.0871242718348
8	0.7	0.0866408999202
8	0.75	0.0877319962985
8	0.8	0.0863515839106
8	0.85	0.0848708403755
8	0.9	0.0913896748849
8	0.95	0.0888905430376
8	1.0	0.0878473787119
9	0.05	0.0210254577484
9	0.1	0.0334135467456
9	0.15	0.0376789580937
9	0.2	0.0485200678717
9	0.25	0.0507708577388
9	0.3	0.0573922504786
9	0.35	0.0599582639611
9	0.4	0.0636293293034
9	0.45	0.0718293869889
9	0.5	0.0700430494266
9	0.55	0.0711139942566
9	0.6	0.0747077538743
9	0.65	0.0737809752467
9	0.7	0.0785478195797
9	0.75	0.0812807989768
9	0.8	0.0794497597043
9	0.85	0.0830267522126
9	0.9	0.079566640656
9	0.95	0.0876488451496
9	1.0	0.0860050998825
10	0.05	0.0246653807593
10	0.1	0.0365287238645
10	0.15	0.0466686172538
10	0.2	0.0493996482841
10	0.25	0.0560090388171
10	0.3	0.0632767745017
10	0.35	0.0639545599462
10	0.4	0.0653463542907
10	0.45	0.0625994076899
10	0.5	0.0643259365987
10	0.55	0.0660156723648
10	0.6	0.0724429963712
10	0.65	0.0726663184616
10	0.7	0.0694644464219
10	0.75	0.067283683386
10	0.8	0.0722799085792
10	0.85	0.072488564739
10	0.9	0.0745390219067
10	0.95	0.0735732799384
10	1.0	0.0742814159451
