num_aa	simulated_w	derived_w
4	0.05	0.107742632032
4	0.1	0.14254407097
4	0.15	0.155044563217
4	0.2	0.165591165711
4	0.25	0.17255760655
4	0.3	0.169036647931
4	0.35	0.175726165717
4	0.4	0.173527477217
4	0.45	0.179177852078
4	0.5	0.18270770757
4	0.55	0.18618292641
4	0.6	0.183793770793
4	0.65	0.185736050111
4	0.7	0.182210306213
4	0.75	0.183696464816
4	0.8	0.184789120867
4	0.85	0.187914354216
4	0.9	0.18643257382
4	0.95	0.185850150912
4	1.0	0.187371458113
5	0.05	0.111738943837
5	0.1	0.140264735092
5	0.15	0.152516892207
5	0.2	0.165874977447
5	0.25	0.168885669357
5	0.3	0.169726780665
5	0.35	0.176100389676
5	0.4	0.17784625528
5	0.45	0.183192322379
5	0.5	0.18054926983
5	0.55	0.18328046895
5	0.6	0.183123680799
5	0.65	0.184058884074
5	0.7	0.185849320962
5	0.75	0.186854727839
5	0.8	0.186664124412
5	0.85	0.184514332273
5	0.9	0.185324927788
5	0.95	0.1865788932
5	1.0	0.185470487448
6	0.05	0.11107905801
6	0.1	0.142358978937
6	0.15	0.156283458411
6	0.2	0.160951525736
6	0.25	0.168025674634
6	0.3	0.17505503733
6	0.35	0.177741708012
6	0.4	0.175620510248
6	0.45	0.18221628835
6	0.5	0.182135951603
6	0.55	0.179807257696
6	0.6	0.182789778079
6	0.65	0.183494976754
6	0.7	0.18634387517
6	0.75	0.183831341895
6	0.8	0.185362047759
6	0.85	0.184832280873
6	0.9	0.181902503055
6	0.95	0.18694293448
6	1.0	0.188400373603
7	0.05	0.115374079427
7	0.1	0.144348441173
7	0.15	0.157910155242
7	0.2	0.164849778989
7	0.25	0.164936596504
7	0.3	0.168242654057
7	0.35	0.174376221434
7	0.4	0.178370737193
7	0.45	0.176906860451
7	0.5	0.181630386082
7	0.55	0.177914904464
7	0.6	0.184383246731
7	0.65	0.184684638184
7	0.7	0.184877082071
7	0.75	0.185772324947
7	0.8	0.186099825519
7	0.85	0.186731764184
7	0.9	0.185875394629
7	0.95	0.187226384292
7	1.0	0.185731191372
8	0.05	0.111196012765
8	0.1	0.136345938751
8	0.15	0.154972373109
8	0.2	0.164833630588
8	0.25	0.169927311226
8	0.3	0.173389624281
8	0.35	0.175258132777
8	0.4	0.177796632499
8	0.45	0.179893247588
8	0.5	0.180363143113
8	0.55	0.182105485424
8	0.6	0.184450020205
8	0.65	0.181457491722
8	0.7	0.181972043607
8	0.75	0.184927020773
8	0.8	0.18614813999
8	0.85	0.188035625542
8	0.9	0.184692484542
8	0.95	0.185623037606
8	1.0	0.190326738421
9	0.05	0.107153909503
9	0.1	0.137716174753
9	0.15	0.158669554769
9	0.2	0.162612191266
9	0.25	0.16885495145
9	0.3	0.171508442562
9	0.35	0.174588039524
9	0.4	0.180545752167
9	0.45	0.179677598064
9	0.5	0.182718921806
9	0.55	0.180882083884
9	0.6	0.186087074591
9	0.65	0.182610839621
9	0.7	0.180254101048
9	0.75	0.184597249577
9	0.8	0.184425813211
9	0.85	0.185991834917
9	0.9	0.185553632847
9	0.95	0.190120099974
9	1.0	0.189580848656
10	0.05	0.110165025137
10	0.1	0.141806826371
10	0.15	0.158251402167
10	0.2	0.16287327226
10	0.25	0.174336494992
10	0.3	0.175886386033
10	0.35	0.178766569332
10	0.4	0.176410567167
10	0.45	0.181419334104
10	0.5	0.183211861704
10	0.55	0.182933545096
10	0.6	0.180394771353
10	0.65	0.186167064775
10	0.7	0.185336953483
10	0.75	0.182793647635
10	0.8	0.184170106599
10	0.85	0.187074285196
10	0.9	0.185076388339
10	0.95	0.185529046251
10	1.0	0.189800694546
