num_aa	simulated_w	derived_w
4	0.05	0.014276862402
5	0.05	0.0136614564842
6	0.05	0.0183425272775
7	0.05	0.00958090899924
8	0.05	0.0409469898833
9	0.05	0.0173159544373
10	0.05	0.0223281556364
4	0.1	0.0230432745961
5	0.1	0.0219097475225
6	0.1	0.0299464327754
7	0.1	0.0186096377004
8	0.1	0.0546728272348
9	0.1	0.0287397357694
10	0.1	0.0403320011777
4	0.15	0.0380174895181
5	0.15	0.0309615690371
6	0.15	0.0390489530153
7	0.15	0.0189725327285
8	0.15	0.06610328889
9	0.15	0.0366267089355
10	0.15	0.0457804011091
4	0.2	0.0408949472922
5	0.2	0.0331515210523
6	0.2	0.0407813712261
7	0.2	0.0258726625322
8	0.2	0.0703803322873
9	0.2	0.0416940553045
10	0.2	0.05374400205
4	0.25	0.0483259851444
5	0.25	0.0372723973732
6	0.25	0.0452595035265
7	0.25	0.033664669969
8	0.25	0.0780652005517
9	0.25	0.0527610541514
10	0.25	0.0521820118075
4	0.3	0.0523466031053
5	0.3	0.0404458540281
6	0.3	0.0480920401211
7	0.3	0.0353395885884
8	0.3	0.0751351821894
9	0.3	0.0540356360029
10	0.3	0.0550761906588
4	0.35	0.0558203302817
5	0.35	0.0416337145574
6	0.35	0.0489407608216
7	0.35	0.0378871776136
8	0.35	0.0796536527242
9	0.35	0.0602003051125
10	0.35	0.0575774341173
4	0.4	0.056099134086
5	0.4	0.0492686265955
6	0.4	0.0513844285414
7	0.4	0.0367528993168
8	0.4	0.0740447872953
9	0.4	0.0636207492561
10	0.4	0.0589779312836
4	0.45	0.0598364241186
5	0.45	0.0480076973831
6	0.45	0.0536549709502
7	0.45	0.0390033615798
8	0.45	0.079060675392
9	0.45	0.0663647803131
10	0.45	0.0625847471023
4	0.5	0.0662570474669
5	0.5	0.0530997670365
6	0.5	0.0547472808245
7	0.5	0.0407812456161
8	0.5	0.0793288589155
9	0.5	0.0734876329007
10	0.5	0.0632667534868
4	0.55	0.0585610143607
5	0.55	0.0526750043738
6	0.55	0.0529222450526
7	0.55	0.0416485782257
8	0.55	0.0816868752224
9	0.55	0.0752032849925
10	0.55	0.062235538303
4	0.6	0.0632321825545
5	0.6	0.0566863305151
6	0.6	0.0547111665454
7	0.6	0.0416498573748
8	0.6	0.0799034004487
9	0.6	0.0725309970408
10	0.6	0.0649774466292
4	0.65	0.0666512792701
5	0.65	0.0547271522778
6	0.65	0.0593301453225
7	0.65	0.0415716148501
8	0.65	0.0847400834362
9	0.65	0.0736774685806
10	0.65	0.0651862449016
4	0.7	0.0653324546803
5	0.7	0.0573747601664
6	0.7	0.05761074867
7	0.7	0.046389794769
8	0.7	0.0827411564385
9	0.7	0.0732093797396
10	0.7	0.0678775090827
4	0.75	0.0652254544895
5	0.75	0.0571587604654
6	0.75	0.0597500033143
7	0.75	0.046957598128
8	0.75	0.0860706129741
9	0.75	0.0792613471587
10	0.75	0.0684639473809
4	0.8	0.066274865328
5	0.8	0.0569152879857
6	0.8	0.0606038968053
7	0.8	0.0425350571626
8	0.8	0.0857867296503
9	0.8	0.0742761893192
10	0.8	0.0665794500355
4	0.85	0.0667550637492
5	0.85	0.0564178229584
6	0.85	0.0565587345506
7	0.85	0.0449175086443
8	0.85	0.0808503344522
9	0.85	0.0796056627162
10	0.85	0.0689210594785
4	0.9	0.0663425088889
5	0.9	0.0620316289532
6	0.9	0.0609625643713
7	0.9	0.0477640915809
8	0.9	0.0833536113979
9	0.9	0.080865443804
10	0.9	0.0720366974515
4	0.95	0.0652874691991
5	0.95	0.0610695956233
6	0.95	0.0609319652241
7	0.95	0.0494828318482
8	0.95	0.0834229697241
9	0.95	0.0817607171798
10	0.95	0.0686044762629
4	1.0	0.0718079603046
5	1.0	0.0616821892965
6	1.0	0.060535769732
7	1.0	0.0485026106559
8	1.0	0.0867780213484
9	1.0	0.0810025681391
10	1.0	0.0689565935714
