num_aa	simulated_w	derived_w
4	1.25	0.190130447651
4	1.40789473684	0.190203369623
4	1.56578947368	0.189553555299
4	1.72368421053	0.193377991554
4	1.88157894737	0.19161754595
4	2.03947368421	0.190247574158
4	2.19736842105	0.195768258582
4	2.35526315789	0.193323943992
4	2.51315789474	0.195626058103
4	2.67105263158	0.193271921305
4	2.82894736842	0.193058877649
4	2.98684210526	0.192735785454
4	3.14473684211	0.195889578685
4	3.30263157895	0.194692570439
4	3.46052631579	0.191414856993
4	3.61842105263	0.195267338867
4	3.77631578947	0.194051790194
4	3.93421052632	0.191654739056
4	4.09210526316	0.193716380866
4	4.25	0.19249886525
5	1.25	0.190713866891
5	1.40789473684	0.184587407919
5	1.56578947368	0.189720949334
5	1.72368421053	0.191027101629
5	1.88157894737	0.192687772854
5	2.03947368421	0.193420292423
5	2.19736842105	0.192799857411
5	2.35526315789	0.189018534149
5	2.51315789474	0.191909821475
5	2.67105263158	0.192840716724
5	2.82894736842	0.189212045069
5	2.98684210526	0.194142987109
5	3.14473684211	0.19344479997
5	3.30263157895	0.194363879571
5	3.46052631579	0.196213555503
5	3.61842105263	0.193983792693
5	3.77631578947	0.193322325169
5	3.93421052632	0.197714208388
5	4.09210526316	0.195702219613
5	4.25	0.191585163821
6	1.25	0.18798535414
6	1.40789473684	0.191164079865
6	1.56578947368	0.186975959198
6	1.72368421053	0.186733604614
6	1.88157894737	0.189696090509
6	2.03947368421	0.191457699711
6	2.19736842105	0.191369472853
6	2.35526315789	0.191716421397
6	2.51315789474	0.191369132233
6	2.67105263158	0.191389401009
6	2.82894736842	0.191558948988
6	2.98684210526	0.192210119082
6	3.14473684211	0.193960318593
6	3.30263157895	0.195029755896
6	3.46052631579	0.19510682266
6	3.61842105263	0.194201915831
6	3.77631578947	0.192769085404
6	3.93421052632	0.195227407882
6	4.09210526316	0.194235457056
6	4.25	0.193434817891
7	1.25	0.189218113192
7	1.40789473684	0.191599344315
7	1.56578947368	0.191588047041
7	1.72368421053	0.191099192735
7	1.88157894737	0.190695334096
7	2.03947368421	0.194067212828
7	2.19736842105	0.192376393177
7	2.35526315789	0.191379819127
7	2.51315789474	0.194225167278
7	2.67105263158	0.193161983414
7	2.82894736842	0.193040862068
7	2.98684210526	0.192959709878
7	3.14473684211	0.196071393608
7	3.30263157895	0.194308208623
7	3.46052631579	0.193511372678
7	3.61842105263	0.193678725576
7	3.77631578947	0.191572721742
7	3.93421052632	0.194132785823
7	4.09210526316	0.196049986583
7	4.25	0.194402914551
8	1.25	0.189690429317
8	1.40789473684	0.189890181933
8	1.56578947368	0.188966256133
8	1.72368421053	0.191152192667
8	1.88157894737	0.191163049135
8	2.03947368421	0.188902939042
8	2.19736842105	0.193228861056
8	2.35526315789	0.194545107859
8	2.51315789474	0.194328034252
8	2.67105263158	0.193245519782
8	2.82894736842	0.19416960207
8	2.98684210526	0.195197432994
8	3.14473684211	0.189108590304
8	3.30263157895	0.194699409209
8	3.46052631579	0.195962819286
8	3.61842105263	0.194099177375
8	3.77631578947	0.196256399789
8	3.93421052632	0.193678676924
8	4.09210526316	0.196516016288
8	4.25	0.195789816187
9	1.25	0.187773625279
9	1.40789473684	0.187168939505
9	1.56578947368	0.189657302977
9	1.72368421053	0.185779663842
9	1.88157894737	0.191675630834
9	2.03947368421	0.189658369495
9	2.19736842105	0.189077769284
9	2.35526315789	0.190577961312
9	2.51315789474	0.193118189751
9	2.67105263158	0.192840021437
9	2.82894736842	0.191686510531
9	2.98684210526	0.190365124155
9	3.14473684211	0.192207527253
9	3.30263157895	0.191509288982
9	3.46052631579	0.192252837365
9	3.61842105263	0.195866185345
9	3.77631578947	0.197740501741
9	3.93421052632	0.19348358485
9	4.09210526316	0.193204964506
9	4.25	0.192696804217
10	1.25	0.187738577141
10	1.40789473684	0.18858034225
10	1.56578947368	0.189318068111
10	1.72368421053	0.189676608226
10	1.88157894737	0.191577411637
10	2.03947368421	0.192775840291
10	2.19736842105	0.193048355061
10	2.35526315789	0.187936297673
10	2.51315789474	0.192871305989
10	2.67105263158	0.193236227607
10	2.82894736842	0.19654018871
10	2.98684210526	0.196046415015
10	3.14473684211	0.193604608164
10	3.30263157895	0.195500352184
10	3.46052631579	0.197006506812
10	3.61842105263	0.194853148966
10	3.77631578947	0.194855846661
10	3.93421052632	0.193207906324
10	4.09210526316	0.192436441972
10	4.25	0.197376281422
